Country,Duration of compulsory education (years),"Gross enrolment ratio, lower secondary, both sexes (%)","Gross enrolment ratio, lower secondary, female (%)","Gross enrolment ratio, lower secondary, gender parity index (GPI)","Gross enrolment ratio, lower secondary, male (%)","Gross enrolment ratio, primary and lower secondary, both sexes (%)","Gross enrolment ratio, primary and lower secondary, female (%)","Gross enrolment ratio, primary and lower secondary, gender parity index (GPI)","Gross enrolment ratio, primary and lower secondary, male (%)","Gross enrolment ratio, primary, both sexes (%)","Gross enrolment ratio, primary, female (%)","Gross enrolment ratio, primary, gender parity index (GPI)","Gross enrolment ratio, primary, male (%)","Gross enrolment ratio, secondary, both sexes (%)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of primary education, both sexes (%)","Gross intake ratio to Grade 1 of primary education, female (%)","Gross intake ratio to Grade 1 of primary education, gender parity index (GPI)","Gross intake ratio to Grade 1 of primary education, male (%)","Gross outbound enrolment ratio, all regions, both sexes (%)",Internet users (per 100 people),"Labor force, female (% of total labor force)","Labor force, total","Mortality rate, under-5 (per 1,000)","Net enrolment rate, lower secondary, both sexes (%)","New entrants to Grade 1 of primary education, percentage female (%)",Official entrance age to compulsory education (years),Official entrance age to early childhood education (years),Official entrance age to lower secondary education (years),Official entrance age to pre-primary education (years),Official entrance age to primary education (years),Official entrance age to upper secondary education (years),Percentage of enrolment in lower secondary education in private institutions (%),Percentage of enrolment in primary education in private institutions (%),Percentage of enrolment in secondary education in private institutions (%),Percentage of enrolment in upper secondary education in private institutions (%),Percentage of students in lower secondary education who are female (%),Percentage of students in lower secondary general education who are female (%),Percentage of students in primary education who are female (%),Percentage of students in secondary education who are female (%),Percentage of students in secondary general education who are female (%),Percentage of students in upper secondary education who are female (%),Percentage of students in upper secondary general education who are female (%),"Gross enrolment ratio, pre-primary, both sexes (%)","Gross enrolment ratio, pre-primary, female (%)","Gross enrolment ratio, pre-primary, gender parity index (GPI)","Gross enrolment ratio, pre-primary, male (%)","Outbound mobility ratio, all regions, both sexes (%)",Percentage of enrolment in pre-primary education in private institutions (%),Percentage of students in pre-primary education who are female (%),Percentage of students in tertiary education who are female (%),Percentage of students in early childhood education who are female (%),"Gross enrolment ratio, early childhood education, both sexes (%)"
Switzerland,11,105.8084767,105.4401233,0.993233333,106.15822,105.0572533,104.73656,0.994066667,105.36171,104.6679967,104.37217,0.994513333,104.9488367,102.1755067,99.6721,99.07176333,99.99606,1.01831,98.19508,2.65734,88.76663034,46.59383766,4911583.6,4.225,86.35237333,49.13019667,5,5,13,5,7,16,8.69024,5.55878,12.03695333,14.48906667,48.52883,48.52883,48.55431667,47.76011667,51.27335,47.19728333,56.98963333,104.51344,103.98397,0.99019,105.0152967,4.54483,4.930216667,48.41865,49.70621,48.41865,104.51344
Iceland,10,99.58849667,99.63175667,1.000843333,99.54729,99.53141,99.51929667,0.99977,99.54282333,99.50367,99.46962333,0.99933,99.53620667,118.0748667,131.2835967,100.8731567,101.34458,1.009046667,100.43287,10.53876667,98.42774257,47.25302566,209874.2,2.075,98.98774333,48.52667,6,0,13,3,6,16,1.25166,3.040466667,14.55163667,21.76396667,49.3679,49.3679,48.76003333,49.06855667,51.76257667,48.90559333,53.66503333,95.55107333,96.58016,1.021286667,94.58022667,14.29918333,13.67013,49.01104,63.44775667,49.035,71.79867
Denmark,10,118.1874233,118.08231,0.99837,118.2905967,106.5864733,106.1790433,0.992576667,106.9738933,101.5097867,100.9622067,0.989536667,102.0307033,129.4829433,140.11852,97.56004333,97.56781333,1.00017,97.55368,1.333396667,97.01047889,47.30957427,2996709.6,4.25,92.42103667,48.49508333,6,0,13,3,6,16,29.08941333,16.17655667,14.49888667,2.912723333,48.72639333,48.72639333,48.47027333,49.31588333,50.99116333,49.78213333,54.02321667,95.81526667,95.57635667,0.995206667,96.04024,1.641003333,19.68250333,48.35944333,56.62182,48.42525667,79.40436667
Norway,10,103.4563333,103.5741067,1.00239,103.3472567,101.1266367,101.0946967,0.9994,101.1570533,100.13034,100.0314767,0.99807,100.2248567,115.91615,127.7733767,100.8043833,100.9074,1.002003333,100.70708,5.347283333,96.73944074,47.06164944,2784770,2.625,99.31163,48.69805667,6,1,13,3,6,16,3.9178,3.197256667,7.169213333,9.675233333,48.8713,48.8713,48.80366667,47.83068,51.40292333,47.02782667,55.31054333,96.18042667,96.31291667,1.00268,96.05514333,6.67639,47.42962333,48.66669,58.10019333,48.66664333,90.64415
Canada,10,106.7835067,107.4495433,1.01194,106.1547833,103.20043,103.4871333,1.005433333,102.92862,101.48421,101.5985233,1.002173333,101.3760133,112.2112233,117.1661833,0,0,0,0,2.09025,90.72,47.24859703,20108578,5.15,99.92752,0,6,3,12,5,6,15,8.76843,6.214323333,7.886033333,7.164326667,48.84347333,48.84347333,48.79492667,48.84649667,49.04810333,48.84278667,49.22553667,0,0,0,0,3.134713333,0,0,56.08071,0,0
Finland,9.75,101.8061467,101.5635367,0.995353333,102.03768,100.84572,100.5882933,0.995016667,101.09192,100.37809,100.1139633,0.994863333,100.6309767,152.0487667,200.5750433,98.72584667,98.48291667,0.995216667,98.95841,2.980316667,87.62116809,48.05915913,2716358,1.925,96.49845667,48.78302667,6.25,1,13,3,7,16,4.95341,1.748763333,14.76598667,19.57473667,48.71037,48.71037,48.78444,51.20330333,51.80808,52.42502667,57.1166,82.21621333,82.14339,0.99827,82.28579,3.40096,10.77774667,48.8238,53.3372,48.81838333,69.45628
Netherlands,13,133.6429167,131.1641567,0.964493333,135.99171,113.8577967,112.9982767,0.98541,114.67161,103.40466,103.39601,0.999836667,103.4128433,133.93754,134.2315,0,0,0,0,1.626626667,92.51111237,46.13327775,9134732.6,3.95,87.31791,0,5,3,12,3,6,15,1.45842,0.353346667,6.157983333,10.88248667,47.75220667,48.02399,48.62005333,49.07072333,49.01539667,50.40059,51.95823,94.56746667,94.9795,1.00857,94.17721667,1.982193333,29.79537667,48.85786667,52.17559,48.85786667,94.56746667
Sweden,9.2,117.6934767,119.2983,1.02737,116.1874267,122.5862467,124.2612867,1.02723,121.0025933,124.78796,126.48884,1.0271,123.1756633,146.06893,174.5546833,100.9180533,100.6197533,0.994266667,101.19982,2.57222,91.97822303,47.68828217,5327273.4,2.8,97.39864667,48.43214,6.8,1,13,3,7,16,16.79210667,10.34624,17.01832667,17.16875,49.17919,49.18235667,49.32325667,50.92485333,50.82868,52.10007333,52.57361667,94.75736667,94.6349,0.99751,94.87307,4.004473333,17.17029667,48.50803667,59.37542,48.46576,86.13919667
New Zealand,10,102.16057,101.85506,0.99417,102.4521733,100.16563,100.2311967,1.00128,100.1035767,98.91299667,99.20452,1.005743333,98.63851667,114.5652733,130.57023,98.41906667,99.1074,1.01366,97.77222,1.571713333,89.16805608,47.44022172,2662215,5.85,97.06743,48.80035333,6,0,11,3,5,15,5.06212,1.837053333,9.335503333,13.64408333,48.68395667,48.68395667,48.63963333,50.22387333,49.35921667,51.78090333,50.34249667,91.702715,92.268895,1.01206,91.169535,1.929816667,98.62165333,48.71040333,56.86510667,48.51702667,63.69357
Australia,10,121.3732133,113.8245133,0.88555,128.5292533,108.0277433,105.4006133,0.953696667,110.5165967,100.8944333,100.8940033,0.99999,100.8948533,153.4974467,216.4560533,0,0,0,0,0.808976667,85.88185607,46.28820029,12990805.6,3.775,89.55654667,0,6,1,12,4,5,16,41.42156667,30.10878,40.71549667,39.93854667,45.63626333,48.55519667,48.63891667,45.39372333,49.48667,45.13423,51.34341667,151.9242567,148.8848533,0.96225,154.80665,0.689296667,81.82218,47.70958333,57.59388333,47.81182667,71.75875333
Israel,14.6,106.0053033,106.6405133,1.01173,105.4040233,105.3773867,105.8817167,1.009366667,104.8998767,105.0910433,105.5357467,1.008276667,104.6699233,104.65913,103.2584833,104.700705,106.23159,1.02884,103.25031,2.417836667,79.52879914,47.23063429,4025011.6,3.8,92.47711333,49.35615,3.4,0,12,3,6,15,17.07306667,22.93192667,11.83475,6.24034,48.92083,49.02347,48.84535333,48.99268667,48.97539333,49.06995,48.89084667,111.6185633,111.6171933,0.999973333,111.6198767,3.745443333,36.69414333,48.64267667,56.98612667,48.35058333,79.42479
Costa Rica,13,134.549715,133.617895,0.9864625,135.4404125,119.4463575,119.32373,0.9979825,119.5635375,111.7967125,112.0841775,1.00505,111.5222575,127.5873225,117.6049625,104.3639375,103.9626675,0.99227,104.74697,0.711733333,67.78024312,38.66563848,2373529,8.925,78.2113525,48.641835,4,0,12,4,6,15,8.5110025,9.0007025,8.9071475,9.5619925,48.52133,48.6207875,48.969425,50.3405375,49.975825,53.34378,52.682785,83.9619525,83.98976,1.00028,83.93544,1.313183333,11.418145,48.839045,54.57192,48.7148175,29.9320525
Austria,11.5,101.27916,100.71247,0.989153333,101.8192567,101.8594033,101.4256267,0.991723333,102.27178,102.45833,102.16294,0.994386667,102.7386667,100.5797433,99.91593667,99.61533333,99.48291667,0.9974,99.74124667,3.522596667,85.97748401,46.56588478,4554592.2,3.6,85.97296667,48.53028333,5,0,10,3,6,14,9.698416667,6.19854,10.30281667,10.88034333,48.53512333,48.53512333,48.52179,47.75804,49.91450333,47.01463333,54.17319667,103.7127533,103.77151,1.00129,103.65617,4.23686,29.19108,48.55784333,53.04249333,48.63636,61.44059667
Mexico,14,127.99382,134.1588033,1.099466667,122.0205667,113.49802,115.6329533,1.037596667,111.44376,106.21795,106.2799067,1.001153333,106.1587433,102.54061,76.65040667,105.35204,106.0411533,1.012866667,104.69367,0.300223333,61.64909314,37.58576015,55299605.6,13.75,87.72698333,49.17779667,4,0,12,3,6,15,10.04076,9.008496667,13.16372667,18.48522667,51.58032,49.46180667,48.98233,51.07528667,50.08322333,50.20708,51.39065667,72.63242667,73.57122667,1.025566667,71.73628333,0.818906667,14.20773333,49.46819667,49.77518333,49.40748333,37.86080667
United States,12,101.60976,100.6476533,0.981866667,102.5341567,101.3112767,100.87931,0.99174,101.72581,101.1614033,100.9952233,0.996806667,101.32076,98.45827333,95.35981,102.81369,103.87874,1.02049,101.793,0.384906667,82.45491219,45.96884702,163887772.4,6.65,86.66786333,49.44315,6,0,12,3,6,15,8.61275,8.725306667,8.653986667,8.69721,48.52117333,48.52117333,48.87067333,48.92674667,48.803935,49.35055667,49.35712,72.29960333,72.0902,0.994343333,72.50024333,0.43434,40.81437667,48.75672333,56.23821667,0,0
Brazil,14,108.0561467,106.51861,0.972416667,109.5452733,111.22935,109.4489367,0.969106667,112.9377033,114.05552,112.0810333,0.966736667,115.9373667,100.81037,92.17074333,0,0,0,0,0.328076667,62.22392544,43.22481574,104082640,15.3,79.93012,0,4,1,11,4,6,15,13.565,17.64751667,13.79046667,14.10863667,48.48654,48.46099,47.92515,49.98307,49.77497,52.07838,51.79279667,94.05163667,95.08359667,1.021123333,93.10740333,0.643646667,24.20367,48.88960333,56.99363,48.68902,63.51496
Luxembourg,12,114.33622,113.3646867,0.984113333,115.25318,105.3820233,104.9246167,0.991723333,105.8187133,100.6826633,100.51541,0.996776667,100.84276,103.21319,95.35892667,103.27872,103.01564,0.99516,103.5320533,29.50823333,97.23523943,45.5362634,294007,2.525,84.17693333,48.8664,4,3,12,3,6,15,19.66227333,11.36141,18.43411667,17.39388,48.17014333,48.17014333,48.75781667,49.39564667,49.81980667,50.43203667,53.42966333,92.86547667,91.62407667,0.974186667,94.05381667,151.3979267,10.58991667,48.24786667,50.94273333,48.24786667,92.86547667
Ireland,10,105.0593767,104.90764,0.997353333,105.2053667,102.12797,101.9251133,0.99613,102.32195,101.1263033,100.90487,0.99573,101.3378733,119.7752367,142.35857,96.56189333,97.25966667,1.014286667,95.89722,5.271723333,84.28555823,45.60190491,2345790.2,3.75,85.96647667,49.27,6,4,13,4,5,16,0,0.52066,0.553886667,1.186776667,48.84545667,48.84545667,48.75415,49.18247667,49.44953667,49.57199,50.16280333,127.1845833,126.1594667,0.98358,128.17921,6.800643333,98.47676667,48.83455,51.31764333,48.87151667,134.3496867
Belgium,12,174.9693667,178.2059033,1.036563333,171.87455,120.8375333,121.5970567,1.012343333,120.1109867,103.4597167,103.4272933,0.999383333,103.4907967,161.16991,154.30584,97.97460667,98.64174,1.013423333,97.33663667,2.126306667,86.97603044,46.04668455,5047408.6,3.85,85.02890667,49.22411,6,3,12,3,6,14,58.22978333,54.13253667,58.57290667,58.76336,49.76576667,50.19308333,48.87138667,51.83646333,52.71422,53.00333,55.46330333,116.0850467,115.84121,0.995913333,116.3184367,2.77032,52.87633,48.77601667,55.7333,48.77601667,116.0850467
United Arab Emirates,6,100.67027,99.54720333,0.97812,101.7654967,106.0412633,104.98451,0.980586667,107.06497,109.53751,108.5523133,0.982396667,110.4915767,100.14561,96.21558,93.469535,97.08431,0.98782,98.28109,2.302123333,93.59248291,17.05724723,6696648,7.725,86.84595667,48.68664,6,0,11,4,6,15,67.95636667,76.52767667,64.991105,59.283,48.79586667,48.92185333,48.68929667,47.62984,47.827095,45.987255,46.239875,79.07127667,79.35669333,1.008176667,78.80887333,6.720363333,77.096485,49.30410333,52.38812333,49.83176,35.87055
United Kingdom,11,116.54786,114.911665,0.97284,118.10975,106.230585,105.64108,0.98921,106.79362,101.47168,101.3695767,0.99803,101.5692267,125.187935,136.54862,97.88098667,97.58302333,0.994096667,98.16573,0.82542,94.0732106,46.67888681,34033458.6,4.375,96.55592,48.7151,5,1,11,3,5,14,62.834635,20.81242667,72.431255,79.17309667,48.15068,48.78025667,48.80818667,49.601595,49.3645,50.68462333,49.92303333,105.9899933,105.2294367,0.985646667,106.71653,1.414953333,48.55741667,48.48026,56.40987,48.41276333,65.68498
Oman,10,107.8324375,105.0210075,0.9493025,110.66835,107.25974,107.884165,1.011505,106.65491,106.583805,109.462055,1.0545525,103.88224,105.83448,102.6567625,103.75691,104.71564,1.018535,102.8576025,4.933046667,76.8536754,12.9978238,2585814.6,11.325,87.1747925,49.13882,6,0,11.2,4,6,15.4,13.1183825,19.432375,11.7726825,9.8692775,48.741445,48.77131,49.976695,48.5994175,48.6398975,48.499355,48.5405225,55.1668375,56.3249525,1.0422975,54.066595,12.16786667,73.89557,49.7724025,58.3343,49.7724025,16.77882
Venezuela,15.5,95.35128333,97.50059,1.04514,93.29462333,97.81777,97.74018,0.998456667,97.89191667,99.02145,97.85736667,0.977266667,100.1333033,89.01285,79.26998667,96.89919667,96.52311667,0.99244,97.2586,0.68534,65.33333333,39.32661689,12931269.6,23.225,72.08250667,48.67685667,1.5,1,12,3,6,15,31.04583667,19.31604,32.40865333,34.94173667,50.00241667,50.00241667,48.27810667,50.85584333,50.96017,52.43591667,53.01896667,72.19031667,72.62097333,1.011783333,71.77863,0,20.92872333,49.16603,0,48.99706,52.45393333
Singapore,6,104.872235,103.79616,0.98011,105.90174,101.74591,101.424925,0.99384,102.053465,100.70008,100.63229,0.998685,100.765085,107.716805,110.365665,101.80828,101.481885,0.993785,102.12554,0,84.02009993,41.70041383,3494051.8,2.75,97.764155,48.764025,6,3,12,3,6,14,6.41362,3.90933,4.6039,3.006985,48.392965,48.392965,48.9114,48.542835,48.542835,48.67598,48.67598,0,0,0,0,0,0,0,51.48775,0,0
Panama,11,93.71264667,93.76845333,1.00134,93.65900667,94.2625,93.60457667,0.98641,94.89363667,94.52836667,93.52617333,0.9795,95.48841,77.96730333,62.03992667,95.71411,94.980975,0.985695,96.4155,0.98349,54.35683835,39.73920314,1961255,16.075,72.54114,48.534265,4,0,12,3.75,6,15,14.829055,11.99252,16.281625,19.29197,49.06208,49.06208,48.40786,50.21939333,50.78292,51.99175667,55.518245,57.99354667,58.73893667,1.025366667,57.28045667,2.068865,16.41817333,49.51811667,60.442975,49.50398,22.73108333
Germany,13,97.87525,96.61330333,0.975393333,99.05927333,99.74015333,98.97209,0.98521,100.4622033,102.7891233,102.81742,1.00052,102.7625633,98.68130667,100.16047,104.1876367,104.0158067,0.99679,104.3500833,2.713543333,86.47240695,46.33760523,43180685.2,3.775,84.25846667,48.50374667,6,0,10,3,6,16,10.13268333,4.94324,9.424306667,8.15993,47.81175333,48.2768,48.55946,47.05021,49.41191667,45.69220333,53.04275333,109.26177,108.80775,0.991943333,109.69169,3.92179,64.70149667,48.43717667,48.23308333,48.50217333,73.53374667
Chile,12,104.0978767,103.0290767,0.98,105.1298233,101.7920833,100.38367,0.973166667,103.1513833,101.0310867,99.51058667,0.97085,102.49837,101.7966267,100.7025233,99.356275,99.030515,0.99363,99.67063,1.026016667,80.83869098,41.84884787,9204170.2,7.55,79.62705667,48.940445,6,0,12,3,6,14,58.2597,62.54079333,61.64123,63.31277333,48.61766667,48.76086667,48.3704,49.27066,50.03523333,49.59330333,50.89078,82.15833,81.28504,0.97934,83.00039667,1.178673333,66.10746,48.56868667,52.26467667,48.50324667,52.56372333
Qatar,9,97.5849175,98.24161,1.0131825,97.018315,101.5450875,101.81337,1.00517,101.2923425,103.183085,103.294595,1.00211,103.079105,0,0,107.160925,108.95304,1.03303,105.480495,3.276046667,96.26279673,13.55407961,2042539.2,7.325,79.22761,49.215945,6,0,12,3,6,15,52.0859875,63.5105425,47.73237,42.4726875,48.877945,48.877945,48.921775,48.82656,49.1252775,48.76474,49.428875,59.29663,60.172085,1.02908,58.4811575,20.90103,81.56452,49.00014,68.0515075,48.615185,34.5723275
France,10,101.0126467,100.6890033,0.993756667,101.3218667,101.70417,101.3925167,0.994026667,102.0019367,102.25361,101.9512267,0.99423,102.5425367,103.4880567,106.80361,0,0,0,0,2.31062,79.95645132,47.86549314,30284512.6,4.075,94.02527333,0,6,3,11,3,6,15,21.95970667,14.78936,25.29573667,29.52459333,48.70138333,48.70138333,48.71659333,49.00261667,50.28640333,49.38467333,53.66831667,105.4612733,105.4409967,0.999623333,105.4807067,3.58913,13.00785333,48.90894333,54.45749667,48.90894333,105.4612733
Argentina,14,129.75169,129.63081,0.99824,129.86839,116.9210167,116.8131167,0.99819,117.0251,110.5946833,110.48985,0.99814,110.6957733,108.0474667,86.04337667,106.0508467,105.7132767,0.993766667,106.3762867,0.240323333,71.10231727,42.37906343,20079792.6,10.675,90.74873333,48.92819667,4,0,12,3,6,15,24.44245667,26.39460333,26.63229333,29.98016333,49.0734,49.0734,49.04582667,50.34503,50.34503,52.28920333,52.28920333,75.36969333,75.92955667,1.014696667,74.8301,0.27589,31.49080333,49.44281667,61.60412333,49.36903,40.02139333
Czech Republic,9,99.53255667,99.56066,1.000583333,99.50582,99.88844333,100.04927,1.003146667,99.73584667,100.1321833,100.3836133,1.0049,99.89367667,104.40523,109.57763,101.2779167,101.8828233,1.011663333,100.70434,2.193746667,77.88934159,44.50832287,5404743,3.25,84.47733333,48.95907,6,3,11,3,6,15,3.383073333,2.234086667,9.35852,15.08713333,48.70175667,48.7339,48.80333667,48.88368333,51.07025667,49.05569333,59.26634667,105.6275467,104.0290233,0.970956667,107.14185,3.422683333,3.45528,47.91143333,57.32968333,47.91143333,105.6275467
Uruguay,14,123.09823,127.47982,1.01828,125.19127,114.3276667,114.39449,0.99685,114.75586,109.7359,108.6223733,0.980373333,110.79969,116.10297,109.27314,100.03235,100.20955,1.00348,99.86306,1.821223333,66.41681655,45.38594885,1752151,8.225,85.55724667,48.930905,4,0,12,3,6,15,13.96387667,18.08507667,12.11793,10.08483667,49.37118,51.67557,48.36244667,51.56352,54.94395,53.91879,58.85324,93.86666,94.43044333,1.01182,93.32719667,2.945246667,35.84148333,49.20037667,0,49.28944333,65.46168333
Colombia,12,104.2718575,105.55485,1.0244575,103.04316,110.1504075,109.7930325,0.99368,110.49245,115.24388,113.4679475,0.97028,116.9429025,95.74259,79.2537375,113.813875,110.9311225,0.95164,116.57082,0.895256667,58.76711547,43.10414575,25872340.6,14.95,73.947315,47.64612,5,0,11,3,6,15,18.81852,19.674325,20.7452325,25.6471425,49.5217625,49.5217625,48.1398675,50.44606,50.2018775,52.7987425,52.5568825,0,0,0,0,1.623413333,0,0,52.9256025,0,0
Thailand,9,121.71289,116.04818,0.9132,127.08509,107.661495,105.2519775,0.9574425,109.93961,100.201945,99.49998,0.9868375,100.8654975,118.4374575,115.367375,96.398475,95.8593025,0.9895275,96.90671,0.631753333,49.13262566,45.61108696,38793418.2,9.775,75.06159,48.240315,6,1,12,3,6,15,9.986745,20.9351275,10.5928525,11.18994,46.4116675,46.4116675,48.2084325,48.0895625,49.1373475,49.760585,52.53914,73.13731,71.9890675,0.9692225,74.21852,1.2766,34.612395,47.706225,57.74856,48.0015075,69.5706575
Saudi Arabia,9,106.6602225,105.6354275,0.9809675,107.6499975,104.5994325,104.716695,1.0019375,104.484885,103.687025,104.3132125,1.01186,103.0790275,111.64542,116.8478725,99.30021,98.422915,0.984865,100.152605,3.56267,79.98137839,16.21626762,13808164.4,7.775,85.2747425,48.87509,6,2,12,3,6,15,8.0886575,10.133355,12.4966275,16.688895,48.68861,48.68861,49.528985,47.4564675,47.7840925,46.29148,46.919505,21.4604425,21.6804225,1.0211875,21.2469925,5.407733333,45.1666475,49.8047575,48.86712,49.8047575,16.00876
Spain,10,123.8015533,121.7852867,0.968796667,125.7099067,110.4689233,110.45161,0.999723333,110.4853767,104.4294833,105.2972433,1.016236667,103.6156867,125.71854,127.6153233,95.68999667,95.96019333,1.005493333,95.43728333,1.67544,82.49010282,46.25153488,23054863.6,3.15,94.17116667,48.45833,6,0,12,3,6,15,31.85097,31.49257667,29.11873,26.49852333,47.82736333,47.92720667,48.79838667,48.76528667,49.42782667,49.66490667,51.62105667,92.16876333,92.37266,1.0043,91.97794333,1.92424,32.34349667,48.45669667,53.24169,48.34165,66.55254667
Malta,11,104.7584067,104.5052133,0.995256667,105.0004833,104.3614667,104.7228767,1.006756667,104.02127,104.1734367,104.8437667,1.0126,103.546,98.49031,94.38335333,105.5494233,108.1697,1.049223333,103.1234333,3.961595,79.1125481,40.01633564,223493.8,7.025,97.82595,49.26765667,5,3,11,3,5,14,47.12622667,43.90051,36.87082667,29.35937333,48.70249333,48.74250333,48.61637333,49.48725333,50.50102,50.08629333,52.05757667,109.89054,109.9664667,1.001266667,109.8198167,8.28626,28.72805,48.05333667,55.81489333,48.05333667,109.89054
Kuwait,9,0,0,0,0,0,0,0,0,97.79274,100.350905,1.052065,95.50347,97.82772,0,92.15064,94.37178667,1.0477,90.13475667,10.7436,87.49184408,26.08682017,2320441,8.225,0,48.89946,6,4,11,4,6,15,0,42.08574,34.97601,0,0,48.7200875,48.75831,49.70154,49.0275125,0,49.48324,66.036575,66.7576775,1.0221875,65.3757875,19.20662333,47.0939125,48.8103275,64.4373125,48.8103275,66.036575
Suriname,6,95.50205,103.4471425,1.17421,88.1229,105.8712275,109.1532675,1.061495,102.82071,112.687565,112.90131,1.003585,112.488845,79.865765,58.44082,97.99183,98.3640325,1.007705,97.6453,1.87949,45.70300058,38.0029014,212499.8,19.875,53.823445,48.3899675,7,4,12,4,6,16,0.36468,1.7268925,1.029155,1.959255,52.1569875,60.58581,48.2746975,55.17991,61.24706,62.93838,62.15084,88.3683975,89.6567575,1.0287725,87.16952,0,1.7978425,48.9066175,0,48.9066175,88.3683975
Trinidad and Tobago,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98859,73.27382159,42.35240834,668352.2,19.225,0,0,6,3,12,3,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,15,90.361405,89.4046625,0.979185,91.2905625,95.6228825,94.0543875,0.96834,97.1327075,98.3589425,96.485475,0.9635025,100.153995,73.1145225,56.896415,98.93942,97.6008775,0.9738325,100.2190275,0.668476667,29.87346897,41.95367738,2737173,14.475,62.620915,48.21221,1,0,13,4,7,16,13.641495,12.8897825,16.89809,21.773355,48.7415775,48.7415775,48.0034675,49.47913,49.2851325,50.581315,50.7325025,65.61097,66.28452,1.02026,64.96719,2.373566667,16.79977,49.37162,53.688365,49.3841125,30.8838925
Guatemala,16,69.2687775,65.654265,0.9025725,72.7416375,90.6193775,88.35728,0.952245,92.7887475,101.355625,99.78974,0.970185,102.8559025,53.297715,36.6295375,108.0393225,106.8799425,0.97985,109.1493875,0.19821,42.77175588,33.24504602,6821488.8,27.575,44.6235325,48.4029025,0,0,13,4,7,16,56.2808025,12.07164333,63.14675,76.695105,46.443505,46.443505,48.173625,47.7311225,46.4470675,50.26774,46.6275,47.81194,48.21212,1.0165325,47.4288575,0.90992,16.38128,49.3182575,53.57075,49.29559,20.8200375
Uzbekistan,12,95.073455,94.396305,0.9861625,95.720295,98.48684,97.7627625,0.9857425,99.1766975,102.34808,101.582375,0.9855175,103.07545,92.59630667,89.74667667,104.5457975,103.392865,0.9787025,105.63963,1.023693333,47.29879591,40.93725176,15014788.8,23.55,91.9242675,48.1478525,7,3,11,3,7,16,0.06032,0.1619025,0.051833333,0.038666667,48.506605,48.506605,48.353005,48.5801,48.31363,48.69004667,43.6094125,26.236595,25.7676675,0.96616,26.6811975,11.84508667,1.73486,47.8068125,38.0915325,47.8068125,26.236595
Slovakia,10,95.6381,95.07883,0.98866,96.16989667,96.88967,96.39374,0.99006,97.36171667,98.35907333,97.93597667,0.99163,98.76227333,91.10024667,85.84808,95.93756667,95.89881,0.999313333,95.97446667,9.16052,80.09914009,45.41357595,2752016.4,5.825,82.14482,48.79578333,6,3,10,3,6,15,7.813433333,7.35852,11.18986,15.55758667,48.45663,48.62004333,48.58718333,49.00688333,50.72365,49.71845333,59.26235667,94.01235,93.15732667,0.98237,94.82848,18.98796667,5.9814,48.39269333,59.34465,48.39269333,94.01235
Japan,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.60960517,43.47577086,67381925.4,2.7,0,48.72226333,6,2,12,3,6,15,7.05603,1.17584,20.17320333,32.77709333,48.72730667,48.72730667,48.74953667,48.81995,49.62362,48.90908667,50.73556,0,0,0,0,0.813333333,74.33951,0,47.45308,0,0
South Korea,9,100.91308,100.5796733,0.993713333,101.2200467,99.15869333,98.97633,0.99646,99.32839667,98.19718667,98.10403,0.99816,98.28444,100.2770333,99.77036667,99.08417,98.86902667,0.99581,99.28746,3.12635,93.42768494,41.89348914,28034421.4,3.35,95.24695667,48.44171,6,1,12,3,6,15,17.77594667,1.596316667,31.32222667,42.83768667,47.78739667,47.78739667,48.30465333,47.749,48.37511667,47.71819667,48.98229333,95.20454,95.14922667,0.998873333,95.25679,3.317363333,78.84675667,48.60918667,41.23500333,48.55222,89.00769667
Ecuador,15,107.90053,108.916765,1.018465,106.9258675,105.8696075,106.578095,1.0131975,105.19076,104.8554225,105.409005,1.010465,104.3253225,102.8537875,97.8170025,104.242505,106.077355,1.035025,102.48669,1.19907,53.42520073,40.69516878,8180985.4,14.65,78.3936925,49.759855,3,3,12,3,6,15,24.1427075,23.29892,26.25804,28.6071425,49.4161575,49.4161575,49.17814,49.7718825,50.6491575,50.161875,52.6127375,70.6316075,72.33489,1.048465,69.0020725,2.58523,27.525525,50.0761825,52.9654,50.0761825,70.6316075
Bahrain,9,100.404155,101.5785775,1.0233275,99.3798975,100.6183425,101.1114925,1.00966,100.149755,100.717445,100.90531,1.0036025,100.5442,101.7041325,103.1712825,97.4854,96.944845,0.9896675,98.0177175,6.39075,96.49996165,20.91657667,874147.8,7.35,89.0119825,49.135345,6,1,12,3,6,15,28.341045,36.284205,25.5511375,22.5250425,48.4624225,48.4624225,49.335405,48.880985,51.7883925,49.3247675,55.97346,54.8415075,54.9006075,1.0024125,54.79771,13.99853667,100,49.05637,59.2617625,49.0045125,35.503165
